Architect|Borough|DateDesignated|LPCId|LPNumber|Name|ObjectType|PhotoStatus|PhotoURL|Street|Style
Unknown|Manhattan|5/13/1980|1060|LP-01060|165 East 73rd Street Building|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/1060.jpg|165 East 73 Street|N/A
Unknown|Manhattan|5/13/1980|1061|LP-01061|167 East 73rd Street Building|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/1061.jpg|167 East 73 Street|N/A
Unknown|Manhattan|5/13/1980|1062|LP-01062|171 East 73rd Street Building|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/1062.jpg|171 East 73 Street|N/A
Unknown|Manhattan|5/13/1980|1063|LP-01063|173 East 73rd Street Building|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/1063.jpg|173 East 73 Street|N/A
Unknown|Manhattan|5/13/1980|1064|LP-01064|175 East 73rd Street Building|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/1064.jpg|175 East 73 Street|N/A
Unknown|Manhattan|5/13/1980|1065|LP-01065|177-179 East 73rd Street Building|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/1065.jpg|177 East 73 Street|N/A
Unknown|Manhattan|5/13/1980|1066|LP-01066|168 East 73rd Street Building|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/1066.jpg|168 East 73 Street|N/A
Unknown|Manhattan|5/13/1980|1067|LP-01067|170 East 73rd Street Building|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/1067.jpg|170 East 73 Street|N/A
Unknown|Manhattan|5/13/1980|1068|LP-01068|172-174 East 73rd Street Building|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/1068.jpg|172 East 73 Street|N/A
Unknown|Manhattan|5/13/1980|1069|LP-01069|178 East 73rd Street Building|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/1069.jpg|178 East 73 Street|N/A
Unknown|Manhattan|5/13/1980|1070|LP-01070|180 East 73rd Street Building|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/1070.jpg|180 East 73 Street|N/A
Unknown|Manhattan|5/13/1980|1071|LP-01071|182 East 73rd Street Building|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/1071.jpg|182 East 73 Street|N/A
Foster Gade & Graham|Manhattan|5/19/1981|1072|LP-01072|59 East 79th Street Building|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/1072.jpg|59 East 79 Street|Northern Renaissance
Adams & Warren|Manhattan|5/19/1981|1073|LP-01073|63 East 79th Street Building|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/1073.jpg|63 East 79 Street|English neoclassical
Carrere & Hastings|Manhattan|5/19/1981|1074|LP-01074|67-69 East 79th Street Building (George and Rives House)|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/1074.jpg|67 East 79 Street|French Baroque Revival
Unknown|Bronx|7/8/1980|1075|LP-01075|Longwood Historic District|Historic District|TRUE|http://www.nyc.gov/html/lpc/images/lp/1075.jpg||N/A
Osacar Bluemner and Michael J. Garvin|Bronx|7/28/1981|1076|LP-01076|Bronx Borough Courthouse|Individual Landmark|FALSE||513 East 161 Street|Beaux-Arts
Horace Ginsberg and Marvin Fine|Bronx|5/12/1981|1077|LP-01077|Park Plaza Apartments|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/1077.jpg|1005 Jerome Avenue|Art Deco
style of Calvert & Vaux|Bronx|7/28/1981|1079|LP-01079|Sunnyslope, now Bright Temple A.M.E. Church|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/1079.jpg|800 Faile Street|Gothic Revival
Unknown|Bronx|7/28/1981|1080|LP-01080|High Pumping Station|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/1080.jpg|3201 Jerome Avenue|Romanesque Revival
Henry M. Dudley (church)|Bronx|11/25/1980|1081|LP-01081|St. James' Episcopal Church|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/1081.jpg|2500 Jerome Avenue|Gothic Revival
Unknown|Bronx|7/28/1981|1082|LP-01082|175 Belden Street House|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/1082.jpg|175 Belden Street|Ecclectic-Victorian
Charles W. Clinton|Bronx|7/28/1981|1083|LP-01083|H. F. Spaulding House (Coachman's Residence)|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/1083.jpg|4970 Independence Avenue|Stick Style
Unknown|Bronx|2/3/1981|1084|LP-01084|Alumni House (now Housing Office) at Fordham University|Individual Landmark|FALSE||421 East Fordham Road|Greek Revival
Unknown|Bronx|7/28/1981|1085|LP-01085|College of Mount St. Vincent, Cottage and Stable|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/1085.jpg|6111|N/A
Francis H. Kimball|Bronx|11/25/1980|1086|LP-01086|Edgehill Church of Sputyen Duyvil (United Church of Christ, Riverdale Presbyterian Chapel)|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/1086.jpg|2570 Independence Avenue|Romanesque Revival
McKim Mead and White and Stanford White|Bronx|8/11/1981|1087|LP-01087|Gould Memorial Library, New York University (Bronx Community College)|Interior Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/1087.jpg|2060 Sedgwick Avenue|N/A
Unknown|Manhattan|2/3/1981|1088|LP-01088|Chelsea Historic District Extension|Historic District|TRUE|http://www.nyc.gov/html/lpc/images/lp/1088.jpg||N/A
Herts & Tallant|Manhattan|2/19/1980|1089|LP-01089|Isaac L. Rice Mansion|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/1089.jpg|346 West 89 Street|N/A
John H. Duncan|Manhattan|9/23/1980|1091|LP-01091|Knox Building|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/1091.jpg|452 Fifth Avenue|Beaux Arts
William B. Parsons|Manhattan|11/24/1981|1094|LP-01094|Interborough Rapid Transit System, Manhattan Valley Viaduct|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/1094.jpg|Broadway, From West 122Nd To West 135Th Streets|N/A
Heins & La Farge|NA|10/23/1979|1096|LP-01096|Interborough Rapid Transit System, Underground Stations|Interior Landmark|FALSE||Wall Street, Fulton Street, City Hall, Bleecker Street, Astor Place, And 33Rd Street, Manhattan, And Borough Hall, Brooklyn, On The Lexington Avenue Irt Line; 59Th Street-Columbus Circle, 72Nd Street,|Beaux-Arts
Walter A. Ahlschlager|Manhattan|12/11/1979|1097|LP-01097|Beacon Theater|Interior Landmark|FALSE||2124 Broadway|Eclectic
James Brown Lord|Manhattan|9/22/1981|1098|LP-01098|Appellate Division Courthouse, New York State Supreme Court|Interior Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/1098.jpg|27 Madison Avenue|N/A
Reed & Stem; Warren & Wetmore; William Wilgus|Manhattan|9/23/1980|1099|LP-01099|Grand Central Terminal|Interior Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/1099.jpg|East 42Nd Street At Park Avenue|Beaux Arts
Ernest Flagg|Manhattan|3/23/1982|1100|LP-01100|Scribner Building|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/1100.jpg|597 Fifth Avenue|N/A
R. H. Robertson|Manhattan|2/3/1981|1101|LP-01101|Moses Allen and Alice Dunning Starr House|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/1101.jpg|5 West 54Th Street|Renaissance Revival
John H. Duncan|Manhattan|2/3/1981|1102|LP-01102|Philip and Carrie Lehman House|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/1102.jpg|7 West 54Th Street|Beaux Arts
McKim, Mead & White; Charles F. McKim; William Mead|Manhattan|2/3/1981|1103|LP-01103|James J. and Josephine Goodwin Residence|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/1103.jpg|9-11 West 54Th Street|Colonial Revival
Henry J. Hardenbergh|Manhattan|2/3/1981|1104|LP-01104|13 West 54th Street House|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/1104.jpg|13 West 54Th Street|N/A
Henry J. Hardenbergh|Manhattan|2/3/1981|1105|LP-01105|15 West 54th Street House|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/1105.jpg|15 West 54 Street|N/A
Herter Brothers|Manhattan|7/8/1980|1107|LP-01107|Eldridge Street Synagogue|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/1107.jpg|12-16 Eldridge Street|Eclectic
Delano & Aldrich|Queens|11/25/1980|1109|LP-01109|Marine Air Terminal|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/1109.jpg|Grand Central Pkwy|Art Deco
Unknown|Queens|11/25/1980|1110|LP-01110|Marine Air Terminal|Interior Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/1110.jpg|Grand Central Pkwy|Art Deco
Alfred B. Mullett|Staten Island|11/25/1980|1112|LP-01112|Old Administration Building (Third District U.S. Lighthouse Depot)|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/1112.jpg|1 Bay Street|Second Empire
R.M. Upjohn|Staten Island|9/9/1980|1113|LP-01113|St. Alban's Episcopal Church|Individual Landmark|FALSE||78 St Alban'S Place|Gothic Revival
CPH Gilbert|Manhattan|11/24/1981|1116|LP-01116|Felix Warburg Mansion|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/1116.jpg|1109 Fifth Avenue|Francis I
McKim Mead & White with Charles F. McKim|Manhattan|2/3/1981|1118|LP-01118|Low Memorial Library|Interior Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/1118.jpg|530 West 120 Street|N/A
McKim, Mead & White; Charles F. McKim|Manhattan|3/23/1982|1119|LP-01119|Pierpont Morgan Library and Annex|Interior Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/1119.jpg|225 Madison Avenue|N/A
Cass Gilbert|Manhattan|4/12/1983|1121|LP-01121|Woolworth Building, First Floor Interior|Interior Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/1121.jpg|233 Broadway|Neo Gothic
John Kellum; Leopold Eidlitz|Manhattan|10/16/1984|1122|LP-01122|New York County Courthouse|Interior Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/1122.jpg|52 Chambers Street|Italianate
Raymond F. Almirall|Manhattan|7/9/1985|1123|LP-01123|Emigrant Industrial Savings Bank Building|Interior Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/1123.jpg|51 Chambers Street|Beaux Arts
Guy Lowell|Manhattan|3/24/1981|1124|LP-01124|New York County Courthouse|Interior Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/1124.jpg|60 Centre Street|Roman Classical
Unknown|Manhattan|11/24/1981|1126|LP-01126|Church of St. Paul & St. Andrew|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/1126.jpg|540 West End Avenue|N/A
Warren & Wetmore|Manhattan|9/23/1980|1127|LP-01127|Park Avenue Viaduct|Individual Landmark|FALSE||Park Avenue From East 40Th Street To Grand Central Terminal|N/A
McKim Mead & White|Bronx|6/8/1982|1128|LP-01128|Bronx Grit Chamber|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/1128.jpg|East 132 Street|Utilitarian, Monumental
George Ingram (possibly Emile M. Gruwe assited)|Brooklyn|4/12/1983|1129|LP-01129|68th Police Precinct Station house and Stable|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/1129.jpg|4302 4 Avenue|Romanesque Revival
George B. Post|Brooklyn|3/23/1982|1131|LP-01131|Long Island Historical Society Building|Interior Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/1131.jpg|128 Pierrepont Street|Renaissance
Allmendinger & Schlendorf|Queens|11/24/1981|1132|LP-01132|Former J. Kurtz & Sons Store Building|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/1132.jpg|162-24 Jamaica Avenue|Art Deco
MMW CFM|Manhattan|2/3/1981|1133|LP-01133|Schomburg Collection for Research in Black Culture|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/1133.jpg|103 West 135 Street|N/A
John R. Thomas|Manhattan|2/3/1981|1134|LP-01134|Metropolitan Baptist Church|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/1134.jpg|2161 Adam C Powell Blvd|Romanesque, Gothic
Alexander Wilson|Manhattan|8/11/1981|1135|LP-01135|Langston Hughes House|Individual Landmark|FALSE||20 East 127 Street|Italianate
Charles Buek|Manhattan|8/11/1981|1137|LP-01137|8 West 130th Street House (Astor Row)|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/1137.jpg|8 West 130 Street|Neo-Grec
Charles Buek|Manhattan|8/11/1981|1138|LP-01138|10 West 130th Street House (Astor Row)|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/1138.jpg|10 West 130 Street|Neo-Grec
Charles Buek|Manhattan|8/11/1981|1139|LP-01139|12 West 130th Street House (Astor Row)|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/1139.jpg|12 West 130 Street|Neo-Grec
Charles Buek|Manhattan|8/11/1981|1140|LP-01140|14 West 130th Street House (Astor Row)|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/1140.jpg|14 West 130 Street|Neo-Grec
Charles Buek|Manhattan|8/11/1981|1141|LP-01141|16 West 130th Street House (Astor Row)|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/1141.jpg|16 West 130 Street|Neo-Grec
Charles Buek|Manhattan|8/11/1981|1142|LP-01142|18 West 130th Street House (Astor Row)|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/1142.jpg|18 West 130 Street|Neo-Grec
Charles Buek|Manhattan|8/11/1981|1143|LP-01143|20 West 130th Street House (Astor Row)|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/1143.jpg|20 West 130 Street|Neo-Grec
Charles Buek|Manhattan|8/11/1981|1144|LP-01144|22 West 130th Street House (Astor Row)|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/1144.jpg|22 West 130 Street|Neo-Grec
Charles Buek|Manhattan|8/11/1981|1145|LP-01145|24 West 130th Street House (Astor Row)|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/1145.jpg|24 West 130 Street|Neo-Grec
Charles Buek|Manhattan|8/11/1981|1146|LP-01146|26 West 130th Street House (Astor Row)|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/1146.jpg|26 West 130 Street|Neo-Grec
Charles Buek|Manhattan|8/11/1981|1147|LP-01147|28 West 130th Street House (Astor Row)|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/1147.jpg|28 West 130 Street|Neo-Grec
Charles Buek|Manhattan|8/11/1981|1148|LP-01148|30 West 130th Street House (Astor Row)|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/1148.jpg|30 West 130 Street|Neo-Grec
Charles Buek|Manhattan|8/11/1981|1149|LP-01149|32 West 130th Street House (Astor Row)|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/1149.jpg|32 West 130 Street|Neo-Grec
Charles Buek|Manhattan|8/11/1981|1150|LP-01150|34 West 130th Street House (Astor Row)|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/1150.jpg|34 West 130 Street|Neo-Grec
Charles Buek|Manhattan|8/11/1981|1151|LP-01151|36 West 130th Street House (Astor Row)|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/1151.jpg|36 West 130 Street|Neo-Grec
Charles Buek|Manhattan|8/11/1981|1152|LP-01152|38 West 130th Street House (Astor Row)|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/1152.jpg|38 West 130 Street|Neo-Grec
Charles Buek|Manhattan|8/11/1981|1153|LP-01153|40 West 130th Street House (Astor Row)|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/1153.jpg|40 West 130 Street|Neo-Grec
Charles Buek|Manhattan|8/11/1981|1154|LP-01154|42 West 130th Street House (Astor Row)|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/1154.jpg|42 West 130 Street|Neo-Grec
Charles Buek|Manhattan|8/11/1981|1155|LP-01155|44 West 130th Street House (Astor Row)|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/1155.jpg|44 West 130 Street|Neo-Grec
Charles Buek|Manhattan|8/11/1981|1156|LP-01156|46 West 130th Street House (Astor Row)|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/1156.jpg|46 West 130 Street|Neo-Grec
Charles Buek|Manhattan|8/11/1981|1157|LP-01157|48 West 130th Street House (Astor Row)|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/1157.jpg|48 West 130 Street|Neo-Grec
Charles Buek|Manhattan|8/11/1981|1158|LP-01158|50 West 130th Street House (Astor Row)|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/1158.jpg|50 West 130 Street|Neo-Grec
Charles Buek|Manhattan|8/11/1981|1159|LP-01159|52 West 130th Street House (Astor Row)|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/1159.jpg|52 West 130 Street|Neo-Grec
Charles Buek|Manhattan|8/11/1981|1160|LP-01160|54 West 130th Street House (Astor Row)|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/1160.jpg|54 West 130 Street|Neo-Grec
Charles Buek|Manhattan|8/11/1981|1161|LP-01161|56 West 130th Street House (Astor Row)|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/1161.jpg|56 West 130 Street|Neo-Grec
Charles Buek|Manhattan|8/11/1981|1162|LP-01162|58 West 130th Street House (Astor Row)|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/1162.jpg|58 West 130 Street|Neo-Grec
Charles Buek|Manhattan|8/11/1981|1163|LP-01163|60 West 130th Street House (Astor Row)|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/1163.jpg|60 West 130 Street|Neo-Grec
Charles Buek|Manhattan|8/11/1981|1164|LP-01164|62 West 130th Street House (Astor Row)|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/1164.jpg|62 West 130 Street|Neo-Grec
William Schickel|Manhattan|8/11/1981|1168|LP-01168|New York Free Circulating Library, Ottendorfer Branch|Interior Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/1168.jpg|135 Second Avenue|N/A
Unknown|Manhattan|8/25/1981|1169|LP-01169|Sidewalk Clock, 1501 Third Avenue|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/1169.jpg|1501 Third Avenue|N/A
Unknown|Manhattan|8/25/1981|1170|LP-01170|Sidewalk Clock, 783 Fifth Avenue|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/1170.jpg|781 Fifth Avenue|N/A
Unknown|Manhattan|8/25/1981|1171|LP-01171|Sidewalk Clock, 522 Fifth Avenue|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/1171.jpg|522 Fifth Avenue|N/A
Hecla Iron Works|Manhattan|8/25/1981|1172|LP-01172|Sidewalk Clock, 200 Fifth Avenue|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/1172.jpg|200 Fifth Avenue At West 23Rd Street|N/A
Unknown|Brooklyn|8/25/1981|1173|LP-01173|Sidewalk Clock, 753 Manhattan Avenue|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/1173.jpg|753 Manhattan Avenue|Cast-iron
Unknown|Queens|8/25/1981|1174|LP-01174|Sidewalk Clock, 30-78 Steinway Street|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/1174.jpg|30-78 Steinway Street|Cast-iron
Unknown|Queens|8/25/1981|1176|LP-01176|Sidewalk Clock, 161-11 Jamaica Avenue|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/1176.jpg|161-11 Jamaica Avenue|N/A
Unknown|Queens|5/26/1981|1177|LP-01177|Remsen Cemetery|Individual Landmark|FALSE||Trotting Course Lane|N/A
C.B.J. Snyder|Bronx|8/25/1981|1179|LP-01179|Public School 11 (Formerly Public School 91)|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/1179.jpg|1301 Ogden Avenue|Romanesque Revival
Lamb & Rich|Brooklyn|6/28/1983|1194|LP-01194|Astral Apartments|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/1194.jpg|180 Franklin Street|Queen Anne
G. Curtis Gillespie|Brooklyn|4/13/1982|1197|LP-01197|Weir Greenhouse (now McGovern-Weir Greenhouse)|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/1197.jpg|750 Fifth Avenue|N/A
Minard Lefever, Richard P. Smyth|Staten Island|10/12/1982|1204|LP-01204|Sailors' Snug Harbor - Administration Building|Interior Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/1204.jpg|982 Richmond Terrace|Greek Revival
James Solomon|Staten Island|10/12/1982|1205|LP-01205|Sailors' Snug Harbor - Chapel|Interior Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/1205.jpg|912 Richmond Terrace|Italianate
Carrere & Hastings|Staten Island|3/23/1982|1206|LP-01206|Richmond County Courthouse|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/1206.jpg|Richmond Terrace|French Renaissance
Carrere & Hastings|Staten Island|3/23/1982|1207|LP-01207|Staten Island Borough Hall|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/1207.jpg|2 Stuyvesant Place|French Renaissance
Unknown|Staten Island|10/12/1982|1212|LP-01212|33-37 Belair Road House (Woodland Cottage)|Individual Landmark|TRUE|http://www.nyc.gov/html/lpc/images/lp/1212.jpg|33 Belair Road|Gothic Revival
